,respondent_id,as_of_year,agency_abbr,loan_type_name,loan_amount_000s,owner_occupancy_name,loan_purpose_name,property_type_name,preapproval_name,msamd_name,state_abbr,county_name,applicant_ethnicity_name,co_applicant_ethnicity_name,applicant_race_name_1,co_applicant_race_name_1,applicant_sex_name,co_applicant_sex_name,applicant_income_000s,purchaser_type_name,denial_reason_name_1,hoepa_status_name,lien_status_name,population,minority_population,hud_median_family_income,tract_to_msamd_income,number_of_owner_occupied_units,number_of_1_to_4_family_units,action_taken_name
185064,0002735146,2011,CFPB,Conventional,60,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,"Dallas, Plano, Irving - TX",TX,Collin County,Not Hispanic or Latino,No co-applicant,White,No co-applicant,Female,No co-applicant,41.0,Loan was not originated or was not sold in calendar year covered by register,Other,Not a HOEPA loan,Secured by a first lien,9878.0,12.68000030517578,69600.0,114.4499969482422,2764.0,3337.0,Application denied by financial institution
75142,01-0726495,2011,HUD,Conventional,564,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,"Santa Ana, Anaheim, Irvine - CA",CA,Orange County,Not Hispanic or Latino,No co-applicant,White,No co-applicant,Male,No co-applicant,155.0,"Life insurance company, credit union, mortgage bank, or finance company",,Not a HOEPA loan,Secured by a first lien,7438.0,49.95000076293945,84200.0,182.6199951171875,2266.0,2484.0,Loan originated
33041,13-3222578,2011,CFPB,Conventional,98,Not owner-occupied as a principal dwelling,Home purchase,One-to-four family dwelling (other than manufactured housing),Preapproval was not requested,Stockton - CA,CA,San Joaquin County,Not Hispanic or Latino,Not Hispanic or Latino,Asian,Asian,Male,Female,270.0,Fannie Mae (FNMA),,Not a HOEPA loan,Secured by a first lien,4768.0,67.76000213623047,65400.0,138.53999328613278,1294.0,1356.0,Loan originated
166705,0000852218,2011,CFPB,Conventional,360,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,"Baltimore, Towson - MD",MD,Baltimore County,Not Hispanic or Latino,No co-applicant,White,No co-applicant,Male,No co-applicant,116.0,Loan was not originated or was not sold in calendar year covered by register,Credit application incomplete,Not a HOEPA loan,Secured by a first lien,2316.0,6.300000190734862,84500.0,147.57000732421875,761.0,830.0,Application denied by financial institution
47251,0000619877,2011,CFPB,Conventional,150,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,"Dallas, Plano, Irving - TX",TX,Collin County,Not Hispanic or Latino,No co-applicant,White,No co-applicant,Female,No co-applicant,54.0,Other type of purchaser,,Not a HOEPA loan,Secured by a first lien,10292.0,10.93000030517578,69600.0,184.8000030517578,2971.0,3231.0,Loan originated
101333,0002582023,2011,CFPB,Conventional,213,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,"Portland, Vancouver, Hillsboro - OR, WA",OR,Clackamas County,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Female,Male,102.0,Loan was not originated or was not sold in calendar year covered by register,Collateral,Not a HOEPA loan,Secured by a first lien,7293.0,12.93000030517578,72000.0,84.83999633789062,1765.0,2378.0,Application denied by financial institution
10907,33-0973601,2011,HUD,Conventional,417,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,"San Diego, Carlsbad, San Marcos - CA",CA,San Diego County,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Male,Female,131.0,"Life insurance company, credit union, mortgage bank, or finance company",,Not a HOEPA loan,Secured by a first lien,5429.0,24.18000030517578,74900.0,190.1199951171875,1445.0,1676.0,Loan originated
87705,0000852218,2011,CFPB,Conventional,212,Not owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,Ocean City - NJ,NJ,Cape May County,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Male,Male,150.0,Fannie Mae (FNMA),,Not a HOEPA loan,Secured by a first lien,7376.0,2.259999990463257,70100.0,150.49000549316406,2665.0,10484.0,Loan originated
155223,0000697633,2011,CFPB,Conventional,35,Owner-occupied as a principal dwelling,Home improvement,One-to-four family dwelling (other than manufactured housing),Not applicable,"Dallas, Plano, Irving - TX",TX,Dallas County,Not Hispanic or Latino,Not applicable,White,White,Male,Female,85.0,Loan was not originated or was not sold in calendar year covered by register,Collateral,Not a HOEPA loan,Secured by a subordinate lien,7199.0,38.209999084472656,69600.0,97.3499984741211,1979.0,2330.0,Application denied by financial institution
193943,20-5296249,2011,OCC,FHA-insured,306,Owner-occupied as a principal dwelling,Home purchase,One-to-four family dwelling (other than manufactured housing),Not applicable,"Oakland, Fremont, Hayward - CA",CA,Contra Costa County,Hispanic or Latino,Hispanic or Latino,White,White,Male,Male,88.0,Loan was not originated or was not sold in calendar year covered by register,Other,Not a HOEPA loan,Secured by a first lien,4852.0,82.25,92300.0,132.77999877929688,1183.0,1359.0,Application denied by financial institution
39423,05-0402708,2011,HUD,Conventional,346,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,"Baltimore, Towson - MD",MD,Howard County,Not Hispanic or Latino,No co-applicant,White,No co-applicant,Male,No co-applicant,92.0,"Life insurance company, credit union, mortgage bank, or finance company",,Not a HOEPA loan,Secured by a first lien,10208.0,33.580001831054695,84500.0,116.12999725341795,2154.0,2762.0,Loan originated
71086,56-2103469,2011,HUD,Conventional,80,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,"Florence, Muscle Shoals - AL",AL,Colbert County,Not Hispanic or Latino,No co-applicant,White,No co-applicant,Male,No co-applicant,37.0,"Commercial bank, savings bank or savings association",,Not a HOEPA loan,Secured by a first lien,5918.0,16.829999923706055,53000.0,104.61000061035156,1781.0,2585.0,Loan originated
116039,0000480228,2011,CFPB,Conventional,51,Not owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,"Phoenix, Mesa, Glendale - AZ",AZ,Maricopa County,Not Hispanic or Latino,No co-applicant,White,No co-applicant,Male,No co-applicant,287.0,Loan was not originated or was not sold in calendar year covered by register,Credit application incomplete,Not a HOEPA loan,Secured by a first lien,6615.0,32.970001220703125,65500.0,95.62999725341795,1599.0,2013.0,Application denied by financial institution
28549,0000063799,2011,NCUA,Conventional,137,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,Brunswick - GA,GA,Glynn County,Not Hispanic or Latino,No co-applicant,White,No co-applicant,Female,No co-applicant,37.0,"Life insurance company, credit union, mortgage bank, or finance company",,Not a HOEPA loan,Secured by a first lien,9063.0,18.46999931335449,59400.0,123.63999938964844,2550.0,3302.0,Loan originated
54976,0000917742,2011,CFPB,Conventional,264,Not owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,,WI,Sawyer County,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Male,Female,150.0,Fannie Mae (FNMA),,Not a HOEPA loan,Secured by a first lien,2314.0,49.38999938964844,59100.0,61.22000122070313,594.0,1909.0,Loan originated
66667,0000592448,2011,FRS,FHA-insured,145,Owner-occupied as a principal dwelling,Home purchase,One-to-four family dwelling (other than manufactured housing),Not applicable,"Kalamazoo, Portage - MI",MI,Van Buren County,Not Hispanic or Latino,No co-applicant,White,No co-applicant,Female,No co-applicant,52.0,"Commercial bank, savings bank or savings association",,Not a HOEPA loan,Secured by a first lien,3338.0,7.429999828338622,62400.0,111.69000244140624,1100.0,1244.0,Loan originated
37872,0001464122,2011,CFPB,Conventional,118,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,"New Orleans, Metairie, Kenner - LA",LA,St. Tammany Parish,Not Hispanic or Latino,No co-applicant,White,No co-applicant,Female,No co-applicant,201.0,"Commercial bank, savings bank or savings association",,Not a HOEPA loan,Secured by a first lien,5740.0,14.670000076293945,61100.0,127.94000244140624,1792.0,2155.0,Loan originated
139485,20-5296249,2011,OCC,Conventional,280,Not owner-occupied as a principal dwelling,Home purchase,One-to-four family dwelling (other than manufactured housing),Preapproval was not requested,"Santa Ana, Anaheim, Irvine - CA",CA,Orange County,Not Hispanic or Latino,Not Hispanic or Latino,Asian,Asian,Male,Female,317.0,Loan was not originated or was not sold in calendar year covered by register,Collateral,Not a HOEPA loan,Secured by a first lien,8598.0,65.20999908447266,84200.0,78.88999938964844,1514.0,2059.0,Application denied by financial institution
138393,0000451965,2011,CFPB,Conventional,165,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,Salisbury - MD,MD,Wicomico County,Not Hispanic or Latino,Not Hispanic or Latino,Asian,Asian,Male,Female,39.0,Loan was not originated or was not sold in calendar year covered by register,Collateral,Not a HOEPA loan,Secured by a first lien,6102.0,25.709999084472656,63500.0,147.30999755859375,1698.0,1952.0,Application denied by financial institution
35972,58-2419109,2011,HUD,Conventional,417,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,"Atlanta, Sandy Springs, Marietta - GA",GA,DeKalb County,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Male,Female,106.0,"Life insurance company, credit union, mortgage bank, or finance company",,Not a HOEPA loan,Secured by a first lien,3881.0,10.050000190734863,68300.0,173.2899932861328,1042.0,1435.0,Loan originated
198229,7516800003,2011,HUD,FHA-insured,68,Owner-occupied as a principal dwelling,Home purchase,One-to-four family dwelling (other than manufactured housing),Not applicable,"Atlanta, Sandy Springs, Marietta - GA",GA,Clayton County,Not Hispanic or Latino,No co-applicant,Black or African American,No co-applicant,Female,No co-applicant,33.0,Loan was not originated or was not sold in calendar year covered by register,,Not a HOEPA loan,Secured by a first lien,9052.0,72.08000183105469,68300.0,69.83999633789061,1530.0,2208.0,Application denied by financial institution
180730,0000003657,2011,FDIC,Conventional,290,Not owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,"Chicago, Joliet, Naperville - IL",IL,Cook County,Hispanic or Latino,Hispanic or Latino,White,White,Male,Female,129.0,Loan was not originated or was not sold in calendar year covered by register,,Not a HOEPA loan,Secured by a first lien,6660.0,53.09000015258789,76200.0,70.88999938964844,891.0,1935.0,Application denied by financial institution
67078,0000480228,2011,CFPB,Conventional,182,Owner-occupied as a principal dwelling,Home purchase,One-to-four family dwelling (other than manufactured housing),Not applicable,"Myrtle Beach, North Myrtle Beach, Conway - SC",SC,Horry County,Not Hispanic or Latino,No co-applicant,White,No co-applicant,Male,No co-applicant,46.0,Loan was not originated or was not sold in calendar year covered by register,,Not a HOEPA loan,Secured by a first lien,3777.0,15.779999732971193,54300.0,121.12000274658205,1296.0,2988.0,Loan originated
109621,0000016889,2011,FDIC,Conventional,52,Owner-occupied as a principal dwelling,Home purchase,One-to-four family dwelling (other than manufactured housing),Not applicable,Gainesville - GA,GA,Hall County,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Female,Male,35.0,Loan was not originated or was not sold in calendar year covered by register,,Not a HOEPA loan,Secured by a first lien,5216.0,12.960000038146973,61200.0,92.66000366210938,1442.0,1935.0,Application denied by financial institution
137289,26-4599244,2011,HUD,Conventional,250,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,"Phoenix, Mesa, Glendale - AZ",AZ,Maricopa County,Not Hispanic or Latino,No co-applicant,White,No co-applicant,Male,No co-applicant,66.0,Loan was not originated or was not sold in calendar year covered by register,Collateral,Not a HOEPA loan,Secured by a first lien,4496.0,4.400000095367432,65500.0,86.1500015258789,1954.0,2485.0,Application denied by financial institution
107427,47-0847332,2011,NCUA,Conventional,666,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,"Santa Ana, Anaheim, Irvine - CA",CA,Orange County,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Male,Female,97.0,Loan was not originated or was not sold in calendar year covered by register,Other,Not a HOEPA loan,Secured by a first lien,4086.0,13.68000030517578,84200.0,261.52999877929693,1244.0,1309.0,Application denied by financial institution
70299,0001189117,2011,CFPB,Conventional,88,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,,NC,Vance County,Not Hispanic or Latino,No co-applicant,White,No co-applicant,Female,No co-applicant,48.0,Loan was not originated or was not sold in calendar year covered by register,,Not a HOEPA loan,Secured by a first lien,3763.0,19.8799991607666,49500.0,154.30999755859375,1137.0,1477.0,Loan originated
28357,7820500001,2011,HUD,FHA-insured,205,Owner-occupied as a principal dwelling,Home purchase,One-to-four family dwelling (other than manufactured housing),Not applicable,Philadelphia - PA,PA,Philadelphia County,Not Hispanic or Latino,No co-applicant,White,No co-applicant,Male,No co-applicant,53.0,Other type of purchaser,,Not a HOEPA loan,Secured by a first lien,5968.0,11.579999923706055,78100.0,99.9800033569336,2017.0,2203.0,Loan originated
